pais,idnum,uniq_id,upm,prov,municipio,cluster,ur,tamano,idiomaq,fecha,wt,estratopri,estratosec,q2y,q2,q1,estatosec,ls3,a4,soct2,idio2,np1,cp6,cp7,cp8,cp13,cp20,it1,l1,immig1,immig2,prot3,jc10,jc13,jc15a,vic1ext,vic1exta,aoj11,aoj12,b1,b2,b3,b4,b6,b43,b12,b13,b18,b21,b21a,b32,b37,b47a,pr3d,pr3e,m1,m2,sd2new2,sd3new2,sd6new2,infrax,infra3,ros1,ros4,ing4,eff1,eff2,aoj22new,undocimmig1,media3,media4,exp_a,dst1b,drk1,env1c,env2b,pn4,w14a,e5,d1,d2,d3,d4,d5,d6,lib1,lib2b,lib2c,lib4,exc2,exc6,exc20,exc11,exc13,exc14,exc15,exc16,exc18,exc7new,vb1,inf1,vb2,vb3n,vb10,vb11,pol1,vb20,ecuvb2017b1,ecuvb2017b2,ecuvb2017b3,ecudolar,ecudolar2,ecude1,ecude2,ecude3,ecude4,for5,exp_b,mil10a,mil10e,mil10oas,mil10un,wf1,cct1b,ed2a,ed2b,ed,ed2,q5a,q5b,q3c,ocup4a,ocup1a,q10g,q10new,q10a,q10b,q10ca,q16,q14,q10d,q10e,q11n,q12c,q12bn,q12,q12m,q12f,etid,www1,gi0,pr1,r3,r4,r4a,r5,r6,r7,r8,r12,r14,r15,r18,r1,r16,sent1,colorr,conocim,iarea1,iarea2,iarea3,iarea4,iarea6,iarea7,sexi,colori,agequota,srvyrid,nationality,formatq,sex
Ecuador,434,ECU16_0434,23,Guayas,Guayaquil,67,Urban,Large City,Spanish,14nov2016,1,Costa Urbana,"Large (more than 100,000)",1974,42,Female,1,Very Dissatisfied,"Economy, problems with, crisis of",Same,Worse,Yes,Once a Week,Once or Twice a Month,Once a Week,Never,Once a Week,Very Trustworthy,Left,Strongly Agree,They take jobs away from Ecuadorians,"No, I have not participated","Yes, a military take-over of the state would be justified",Not Applicable,"No, it is not justified",Yes,1,Very Safe,A lot,A Lot,3,6,4,5,A Lot,A Lot,4,A Lot,4,3,6,A Lot,4,6,6,Good,Neither well nor poorly,Very Satisfied,Very Satisfied,Very Satisfied,Less than 10 minutes,Less than 10 minutes,3,5,4,Strongly Disagree,3,Strongly Agree,6,6,5,Set 1,6,Very Likely,Economic growth as priority,Very Serious,Very Satisfied,"Yes, it is justified",8,6,7,5,5,8,9,Enough,Enough,Very Little,Very Little,No,No,No,No,Not Applicable,No,No,Not Applicable,No,More than half of them,Yes,Yes,Voted,None (Null ballot),No,Not Applicable,None,Would go to vote but would leave the ballot blank or would purposely cancel my vote,Not Applicable,Other response/None/Blank/Null/Didn't vote,Not Applicable,Maintain Dollarization,Very Good,Yes,No,No,Bad,Russia,Set 1,Don't Know,Don't Know,Very Trustworthy,Very Trustworthy,No,No,Not Applicable,Public,8,Primary incomplete,Once a week,Very Important,Catholic,"Not working at the moment, but have a job",Self-employed,Less than $135,251-295,No,Not Applicable,No,Not Applicable,No,"Not enough, and having a hard time",Decreased,Common law marriage (living together),3,1,4,3,1,Mulatto,Never,Daily,Borrowed or Shared,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,The National Government,6,Neither High Nor Low,A Little,A Little,None,A Little,None,None,Female,6,31-45,14,Ecuadoran,Android (STG),Female
Ecuador,436,ECU16_0436,27,Guayas,Guayaquil,79,Urban,Large City,Spanish,10nov2016,1,Costa Urbana,"Large (more than 100,000)",1988,28,Female,1,Somewhat Satisfied,Poverty,Worse,Worse,No,Never,Never,Never,Never,Never,Somewhat Trustworthy,9,Strongly Agree,They take jobs that Ecuadorians don't want,"No, I have not participated","Yes, a military take-over of the state would be justified",Not Applicable,"No, it is not justified",Yes,1,Very Unsafe,None,5,6,2,A Lot,A Lot,A Lot,6,5,5,4,Not at All,5,5,4,Not at All,5,Bad,Well,Satisfied,Satisfied,Satisfied,More than 30 minutes and up to an hour,Less than 10 minutes,Strongly Agree,5,4,5,4,Strongly Agree,Strongly Agree,Strongly Agree,5,Set 2,5,Somewhat Likely,Economic growth as priority,Very Serious,Satisfied,"No, it is not justified",2,7,6,5,6,8,8,Very Little,Very Little,Very Little,Very Little,No,No,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,No,None,Yes,Yes,Voted,"Álvaro Noboa, Partido Renovador Institucional Acción Nacional – PRIAN",No,Not Applicable,Little,Would go to vote but would leave the ballot blank or would purposely cancel my vote,Not Applicable,Not Applicable,Other response/None/Blank/Null/Didn't vote,Maintain Dollarization,Very Good,Yes,Yes,No,Good,United States,Set 1,Untrustworthy,Not Very Trustworthy,Don't Know,Not Very Trustworthy,No,No,Not Applicable,Public,13,Secondary complete,Never or almost never,Very Important,Catholic,Taking care of the home,Not Applicable,Not Applicable,296-315,No,Not Applicable,No,Not Applicable,Yes,"Not enough, and having a hard time",Decreased,Single,4,2,None,Not Applicable,Not Applicable,Mestizo,Never,A few times a week,Rented,Yes,No,No,No,No,No,No,No,No,No,No,No,Not Applicable,The President of the Republic,3,Very Low,A Little,A Little,Some,None,A Little,None,Female,2,31-45,1,Ecuadoran,Android (STG),Female
Ecuador,1309,ECU16_1309,80,Zamora Chinchipe,Zamora,252,Urban,Small City,Spanish,22nov2016,1,Oriente Sur,"Small (less than 25,000)",1992,24,Female,3,Very Satisfied,"Economy, problems with, crisis of",Same,Better,No,Once a Week,Once or Twice a Year,Never,Never,Once or Twice a Year,Somewhat Trustworthy,3,Strongly Agree,They take jobs away from Ecuadorians,"No, I have not participated","Yes, a military take-over of the state would be justified",Not Applicable,"No, it is not justified",No,Not Applicable,Somewhat Safe,Some,4,5,5,5,5,A Lot,5,4,5,4,5,5,5,4,5,6,Good,Neither well nor poorly,Satisfied,Very Satisfied,Satisfied,More than 30 minutes and up to an hour,Between 10 and 30 minutes,4,5,5,4,2,6,4,5,4,Set 1,5,Somewhat Likely,Environment as priority,Very Serious,Satisfied,"Yes, it is justified",5,6,5,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Too Much,Enough,Very Little,Enough,No,No,No,No,No,Not Applicable,No,No,Yes,More than half of them,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",Yes,Alianza PAIS-Patria Altiva I Soberana (PAIS),Little,Would vote for a candidate or party of the current president/administration,Not Applicable,Not Applicable,Lenin Moreno (Alianza País),Maintain Dollarization,Good,Yes,No,No,Bad,United States,Set 2,Don't Know,Don't Know,Don't Know,Don't Know,No,No,Not Applicable,Public,12,Secondary incomplete,Once a week,Very Important,Catholic,Working,Self-employed,336-360,661-780,No,Not Applicable,"Yes, only from Spain",Rarely,No,Good enough and can save,Remained the same,Married,4,2,2,0,2,Mestizo,A few times a week,A few times a week,Rented,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Correct local partner,2,High,None,None,Some,None,None,None,Male,3,18-30,18,Ecuadoran,Android (STG),Female
Ecuador,609,ECU16_0609,63,Pichincha,Quito,203,Urban,National Capital (Metropolitan area),Spanish,11nov2016,1,Sierra Urbana,"Large (more than 100,000)",1994,22,Male,1,Somewhat Dissatisfied,"Economy, problems with, crisis of",Same,Same,No,Never,Never,Never,Never,Not Applicable,Not Very Trustworthy,Right,Somewhat Agree,They take jobs away from Ecuadorians,"No, I have not participated","Yes, a military take-over of the state would be justified",Not Applicable,"No, it is not justified",Yes,1,Somewhat Unsafe,Some,5,A Lot,5,A Lot,A Lot,A Lot,A Lot,5,5,4,A Lot,A Lot,5,3,5,3,Very Good,Poorly,Very Satisfied,Very Satisfied,Very Satisfied,Between 10 and 30 minutes,Less than 10 minutes,5,Strongly Agree,5,Strongly Agree,3,Strongly Agree,5,5,Strongly Agree,Set 1,Strongly Agree,Somewhat Likely,Environment as priority,Very Serious,Very Satisfied,"Yes, it is justified",5,5,5,Strongly approve,6,5,Strongly approve,Very Little,Very Little,Too Much,Too Much,No,No,No,Not Applicable,No,No,No,Not Applicable,No,All,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",Yes,Alianza PAIS-Patria Altiva I Soberana (PAIS),None,Would vote for a candidate or party of the current president/administration,Lenin Moreno (Alianza País),Not Applicable,Not Applicable,Maintain Dollarization,Good,Yes,No,Yes,Good,United States,Set 1,Untrustworthy,Somewhat Trustworthy,Somewhat Trustworthy,Somewhat Trustworthy,No,No,Not Applicable,Public,8,Secondary incomplete,Once or twice a year,Very Important,Catholic,Working,Self-employed,361-395,361-395,No,Not Applicable,No,Not Applicable,No,"Good enough, with no major problems",Increased,Common law marriage (living together),2,None,1,1,0,Mestizo,Daily,Daily,Owned,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,The National Government,4,Neither High Nor Low,None,None,None,None,None,None,Male,7,18-30,4,Ecuadoran,Android (STG),Male
Ecuador,193,ECU16_0193,18,El Oro,El Guabo,38,Urban,Medium City,Spanish,21nov2016,1,Costa Urbana,"Medium (between 25,000 and 100,000)",1994,22,Female,2,Somewhat Satisfied,"Economy, problems with, crisis of",Worse,Worse,No,Never,Never,Never,Never,Never,Not Very Trustworthy,6,Somewhat Agree,They take jobs away from Ecuadorians,"No, I have not participated","No, a military take-over of the state would not be justified",Not Applicable,"No, it is not justified",No,Not Applicable,Somewhat Unsafe,Little,2,A Lot,5,5,5,A Lot,Not at All,5,5,5,5,5,A Lot,5,4,4,Neither Good nor Bad (Fair),Neither well nor poorly,Dissatisfied,Satisfied,Dissatisfied,More than 30 minutes and up to an hour,Less than 10 minutes,4,2,3,4,5,6,Strongly Agree,5,4,Set 2,Strongly Agree,Somewhat Likely,Environment as priority,Very Serious,Dissatisfied,"No, it is not justified",6,8,9,5,5,8,8,Enough,Very Little,Very Little,Very Little,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,More than half of them,Yes,Yes,Voted,Don't Know,No,Not Applicable,Some,Would vote a candidate or party different from the current president/administration,Not Applicable,Not Applicable,Lenin Moreno (Alianza País),Maintain Dollarization,Good,No,Not Applicable,Not Applicable,Not Applicable,United States,Set 1,Don't Know,Not Very Trustworthy,Don't Know,Don't Know,No,Yes,Not Applicable,Public,16,University complete,Never or almost never,Somewhat Important,Catholic,Student,Not Applicable,Not Applicable,Don't Know,No,Not Applicable,No,Not Applicable,Yes,"Good enough, with no major problems",Remained the same,Single,3,None,None,Not Applicable,Not Applicable,Mestizo,Daily,Rarely,Owned,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,The President of the Republic,4,Low,A Little,Some,A Little,None,None,None,Female,2,18-30,1,Ecuadoran,Android (STG),Female
Ecuador,385,ECU16_0385,62,Pichincha,Quito,199,Urban,National Capital (Metropolitan area),Spanish,18nov2016,1,Sierra Urbana,"Large (more than 100,000)",1991,25,Female,1,Very Dissatisfied,"Economy, problems with, crisis of",Worse,Worse,No,Once or Twice a Month,Once or Twice a Month,Never,Never,Never,Somewhat Trustworthy,5,Strongly Disagree,They take jobs away from Ecuadorians,"No, I have not participated",Not Applicable,"Yes, a military take-over of the state would be justified","No, it is not justified",No,Not Applicable,Somewhat Safe,Little,3,4,4,5,4,A Lot,5,3,4,3,Not at All,3,4,4,3,4,Neither Good nor Bad (Fair),Poorly,Satisfied,Satisfied,Satisfied,More than 30 minutes and up to an hour,Between 10 and 30 minutes,3,4,4,5,4,5,4,4,4,Set 2,4,Somewhat Likely,5,Very Serious,Very Dissatisfied,"Yes, it is justified",5,5,6,5,4,Strongly disapprove,Strongly disapprove,Very Little,Very Little,Very Little,Very Little,No,No,No,Not Applicable,No,Not Applicable,No,No,Yes,All,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",No,Not Applicable,Some,Would go to vote but would leave the ballot blank or would purposely cancel my vote,Guillermo Lasso (Movimiento CREO),Not Applicable,Not Applicable,Have Own Currency,Very Bad,Yes,No,No,Bad,Russia,Set 2,Don't Know,No Response,Don't Know,Don't Know,No,No,Not Applicable,Public,10,Primary complete,Once a month,Very Important,Catholic,Working,Self-employed,396-410,571-660,No,Not Applicable,"Yes, only from Spain",Once or twice a week,Yes,"Good enough, with no major problems",Decreased,Common law marriage (living together),5,3,3,2,1,Mestizo,Rarely,Daily,Borrowed or Shared,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Correct local partner,2,Neither High Nor Low,None,A Little,None,None,None,None,Female,4,18-30,10,Ecuadoran,Android (STG),Female
Ecuador,16,ECU16_0016,46,Guayas,Milagro,110,Urban,Large City,Spanish,17nov2016,1,Costa Urbana,"Large (more than 100,000)",1981,35,Male,1,Somewhat Satisfied,Unemployment,Worse,Worse,No,Never,Never,Never,Never,Not Applicable,Very Trustworthy,Left,Strongly Agree,They take jobs away from Ecuadorians,"No, I have not participated",Not Applicable,"No, a military take-over of the state would not be justified","No, it is not justified",No,Not Applicable,Very Safe,Some,2,2,4,3,3,A Lot,6,2,3,Not at All,Not at All,Not at All,2,2,Not at All,2,Neither Good nor Bad (Fair),Neither well nor poorly,Dissatisfied,Satisfied,Dissatisfied,More than 30 minutes and up to an hour,More than 30 minutes and up to an hour,2,Strongly Agree,3,5,6,6,2,5,6,Set 2,6,Very Likely,2,Very Serious,Dissatisfied,"No, it is not justified",Strongly disapprove,Strongly approve,2,8,9,Strongly disapprove,Strongly disapprove,Very Little,Very Little,Very Little,Very Little,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,Less than half of them,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",No,Not Applicable,None,Would go to vote but would leave the ballot blank or would purposely cancel my vote,Not Applicable,Other response/None/Blank/Null/Didn't vote,Not Applicable,Have Own Currency,Very Bad,Yes,No,No,Very Bad,Japan,Set 1,Don't Know,Not Very Trustworthy,Untrustworthy,Not Very Trustworthy,Yes,Yes,Public,Not Applicable,7,Don't Know,Never or almost never,Very Important,No Response,Actively looking for a job,Not Applicable,Not Applicable,No income,No,Not Applicable,"Yes, only from Spain",Once or twice a month,No,"Not enough, and having a hard time",Decreased,Common law marriage (living together),5,3,3,2,1,Mestizo,Rarely,Daily,Borrowed or Shared,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Don't Know,4,High,None,A Little,A Lot,None,None,None,Female,4,31-45,3,Ecuadoran,Android (STG),Male
Ecuador,1314,ECU16_1314,72,Pichincha,San Miguel de Los Bancos,231,Urban,Small City,Spanish,15nov2016,1,Sierra Urbana,"Small (less than 25,000)",1951,65,Female,3,Very Dissatisfied,"Economy, problems with, crisis of",Worse,Worse,No,Never,Once or Twice a Month,Once or Twice a Year,Never,Once or Twice a Year,Untrustworthy,2,Strongly Disagree,They take jobs away from Ecuadorians,"Yes, I have participated","No, a military take-over of the state would not be justified",Not Applicable,"Yes, it is justified",No,Not Applicable,Somewhat Unsafe,A lot,A Lot,Not at All,Don't Know,Not at All,4,A Lot,Not at All,Not at All,A Lot,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Very Bad,Very poorly,Very Satisfied,Dissatisfied,Dissatisfied,More than 30 minutes and up to an hour,Don't Know,Strongly Disagree,6,5,Strongly Disagree,2,6,3,5,6,Set 2,Strongly Agree,Very Likely,Environment as priority,Not Serious at All,Dissatisfied,"Yes, it is justified",9,2,4,8,8,2,Strongly disapprove,Very Little,Very Little,Very Little,Very Little,No,No,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Yes,All,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",No,Not Applicable,None,Would go to vote but would leave the ballot blank or would purposely cancel my vote,Guillermo Lasso (Movimiento CREO),Not Applicable,Not Applicable,Have Own Currency,Good,No,Not Applicable,Not Applicable,Not Applicable,China,Set 1,Don't Know,Don't Know,Don't Know,Not Very Trustworthy,No,No,Not Applicable,Not Applicable,None,Don't Know,Once a month,Very Important,Catholic,Working,Self-employed,Less than $135,136-200,No,Not Applicable,No,Not Applicable,No,"Not enough, and are stretched",Decreased,Single,3,None,3,1,2,Mestizo,Never,A few times a week,Owned,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,The National Government,7,Very Low,None,None,A Little,None,None,None,Female,7,46+,4,Ecuadoran,Android (STG),Female
Ecuador,23,ECU16_0023,9,Chimborazo,Chambo,24,Urban,Small City,Spanish,27nov2016,1,Sierra Urbana,"Small (less than 25,000)",1998,18,Female,3,Very Satisfied,"Economy, problems with, crisis of",Worse,Same,No,Never,Once or Twice a Month,Never,Never,Never,Somewhat Trustworthy,5,Strongly Agree,Don't Know,"No, I have not participated","No, a military take-over of the state would not be justified",Not Applicable,Don't Know,No,Not Applicable,Somewhat Unsafe,A lot,3,5,5,5,6,A Lot,A Lot,4,A Lot,3,4,5,6,6,3,5,Very Good,Well,Satisfied,Very Satisfied,Dissatisfied,Between 10 and 30 minutes,More than 30 minutes and up to an hour,3,Strongly Agree,4,5,2,Strongly Agree,6,5,5,Set 1,Strongly Agree,A Little Likely,Environment as priority,Very Serious,Satisfied,"Yes, it is justified",5,7,6,7,2,9,8,Very Little,Very Little,Very Little,Enough,No,No,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,No,More than half of them,Yes,Yes,Did not vote,Not Applicable,No,Not Applicable,Some,Would vote a candidate or party different from the current president/administration,Not Applicable,Not Applicable,Lenin Moreno (Alianza País),Have Own Currency,Very Good,Yes,No,No,Good,United States,Set 2,Somewhat Trustworthy,Don't Know,Don't Know,Very Trustworthy,No,No,Not Applicable,Private,13,Secondary incomplete,Once or twice a year,Very Important,Catholic,Student,Not Applicable,Not Applicable,136-200,No,Not Applicable,No,Not Applicable,No,"Good enough, with no major problems",Remained the same,Single,4,2,None,Not Applicable,Not Applicable,Mestizo,A few times a week,Daily,Borrowed or Shared,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Correct local partner,4,Low,Some,None,Some,None,None,None,Male,7,18-30,4,Ecuadoran,Android (STG),Female
Ecuador,933,ECU16_0933,22,Guayas,Guayaquil,64,Urban,Large City,Spanish,10nov2016,1,Costa Urbana,"Large (more than 100,000)",1982,34,Female,1,Very Dissatisfied,"Drug addiction, consumption of drugs",Worse,Worse,No,Never,Once or Twice a Year,Never,Never,Never,Not Very Trustworthy,2,Strongly Agree,They take jobs away from Ecuadorians,"No, I have not participated","No, a military take-over of the state would not be justified",Not Applicable,"No, it is not justified",Yes,2,Very Unsafe,A lot,Not at All,3,Not at All,Not at All,4,A Lot,3,Not at All,4,Not at All,2,4,3,2,2,3,Good,Poorly,Very Dissatisfied,Satisfied,Dissatisfied,Less than 10 minutes,More than 1 hour and up to 3 hours,4,3,3,2,2,5,4,3,5,Set 2,5,Very Likely,6,Somewhat Serious,Dissatisfied,"No, it is not justified",4,3,3,2,Strongly disapprove,2,Strongly disapprove,Very Little,Very Little,Very Little,Very Little,No,No,No,Not Applicable,No,Not Applicable,Yes,No,No,All,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",No,Not Applicable,Little,Would vote for a candidate or party of the current president/administration,Not Applicable,Not Applicable,Lenin Moreno (Alianza País),Maintain Dollarization,Good,Yes,No,No,Very Bad,United States,Set 1,Untrustworthy,Not Very Trustworthy,Untrustworthy,Not Very Trustworthy,No,No,Not Applicable,Private,9,Primary complete,Never or almost never,Very Important,Evangelical and Protestant,Working,Salaried employee in the private sector,136-200,136-200,No,Not Applicable,No,Not Applicable,No,"Not enough, and are stretched",Remained the same,Single,7,None,4,2,2,Mulatto,Daily,Daily,Owned,Yes,No,Yes,One,No,No,No,Yes,No,No,Yes,Yes,Yes,Don't Know,3,Low,None,A Little,None,A Little,None,Some,Female,6,31-45,14,Ecuadoran,Android (STG),Female
Ecuador,298,ECU16_0298,35,Guayas,Guayaquil,105,Urban,Large City,Spanish,29nov2016,1,Costa Urbana,"Large (more than 100,000)",1990,26,Male,1,Somewhat Dissatisfied,Other,Same,Worse,No,Once or Twice a Year,Never,Never,Once or Twice a Year,Not Applicable,Somewhat Trustworthy,Left,Strongly Agree,They take jobs away from Ecuadorians,"No, I have not participated","No, a military take-over of the state would not be justified",Not Applicable,"No, it is not justified",No,Not Applicable,Somewhat Safe,Some,5,A Lot,6,A Lot,A Lot,A Lot,A Lot,6,6,5,A Lot,4,2,A Lot,4,4,Very Good,Well,Satisfied,Very Satisfied,Satisfied,Less than 10 minutes,Between 10 and 30 minutes,2,Strongly Agree,Strongly Agree,Strongly Agree,5,Strongly Agree,3,2,4,Set 1,Strongly Agree,Somewhat Likely,4,Very Serious,Satisfied,"No, it is not justified",7,3,8,3,3,Strongly approve,5,Too Much,Too Much,Too Much,Too Much,No,No,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,No,Half of them,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",Yes,Alianza PAIS-Patria Altiva I Soberana (PAIS),A lot,Would vote for a candidate or party of the current president/administration,Lenin Moreno (Alianza País),Not Applicable,Not Applicable,Maintain Dollarization,Bad,Yes,Yes,Yes,Good,Japan,Set 2,Very Trustworthy,Somewhat Trustworthy,Somewhat Trustworthy,Somewhat Trustworthy,Yes,No,Not Applicable,Public,17,Secondary complete,Once or twice a year,Somewhat Important,Catholic,Student,Not Applicable,Not Applicable,781-1000,No,Not Applicable,No,Not Applicable,Yes,"Good enough, with no major problems",Increased,Single,7,1,None,Not Applicable,Not Applicable,Other,Daily,Daily,Rented,Yes,Yes,Yes,One,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Correct local partner,2,High,None,None,A Little,None,None,None,Female,3,18-30,2,Ecuadoran,Android (STG),Male
Ecuador,1225,ECU16_1225,38,Santa Elena,La Libertad,238,Urban,Medium City,Spanish,26nov2016,1,Costa Urbana,"Medium (between 25,000 and 100,000)",1996,20,Male,2,Very Satisfied,Don't Know,Same,Same,No,Never,Never,Never,Never,Not Applicable,Untrustworthy,Don't Know,Somewhat Agree,They take jobs that Ecuadorians don't want,"No, I have not participated",Not Applicable,"Yes, a military take-over of the state would be justified","No, it is not justified",No,Not Applicable,Very Unsafe,None,Not at All,3,2,Not at All,3,6,2,Not at All,Not at All,3,Not at All,Not at All,4,Not at All,2,2,Bad,Neither well nor poorly,Satisfied,Satisfied,Dissatisfied,More than 3 hours,Between 10 and 30 minutes,3,5,4,5,Strongly Disagree,2,4,5,2,Set 2,4,Somewhat Likely,2,Somewhat Serious,Satisfied,"No, it is not justified",4,7,4,2,4,4,4,Very Little,Very Little,Very Little,Enough,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,All,Yes,Yes,Voted,"Álvaro Noboa, Partido Renovador Institucional Acción Nacional – PRIAN",No,Not Applicable,None,Would vote for a candidate or party of the current president/administration,Not Applicable,Not Applicable,Other response/None/Blank/Null/Didn't vote,Don't Know,Good,Yes,No,No,Good,Russia,Set 2,Untrustworthy,Very Trustworthy,Don't Know,Don't Know,No,No,Not Applicable,Public,10,Don't Know,Never or almost never,Somewhat Important,Don't Know,Actively looking for a job,Not Applicable,Not Applicable,136-200,No,Not Applicable,No,Not Applicable,No,"Not enough, and are stretched",Remained the same,Divorced,5,1,None,Not Applicable,Not Applicable,Don't Know,Rarely,Rarely,Rented,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Correct local partner,6,Very Low,Some,Some,A Little,None,None,None,Female,6,18-30,9,Ecuadoran,Android (STG),Male
Ecuador,1288,ECU16_1288,69,Chimborazo,Riobamba,29,Urban,Large City,Spanish,25nov2016,1,Sierra Urbana,"Large (more than 100,000)",1995,21,Female,1,Somewhat Dissatisfied,"Education, lack of, poor quality",Better,Same,No,Never,Never,Never,Never,Never,Untrustworthy,7,Strongly Agree,They take jobs that Ecuadorians don't want,"No, I have not participated","Yes, a military take-over of the state would be justified",Not Applicable,"No, it is not justified",No,Not Applicable,Somewhat Unsafe,Some,3,5,6,3,4,A Lot,A Lot,5,6,2,4,A Lot,5,3,4,3,Good,Well,Very Satisfied,Very Satisfied,Very Satisfied,Less than 10 minutes,Between 10 and 30 minutes,5,6,3,2,3,Strongly Agree,5,Strongly Agree,4,Set 1,Strongly Agree,A Little Likely,Environment as priority,Somewhat Serious,Dissatisfied,"No, it is not justified",5,6,4,7,3,8,5,Very Little,Enough,Enough,Very Little,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Less than half of them,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",No,Not Applicable,None,Would vote for a candidate or party of the current president/administration,Lenin Moreno (Alianza País),Not Applicable,Not Applicable,Have Own Currency,Good,No,Not Applicable,Not Applicable,Not Applicable,Mexico,Set 1,Don't Know,Untrustworthy,Somewhat Trustworthy,Very Trustworthy,Yes,Yes,Not Applicable,Public,13,Primary complete,Never or almost never,Very Important,Catholic,Taking care of the home,Not Applicable,Not Applicable,Less than $135,No,Not Applicable,No,Not Applicable,No,"Not enough, and are stretched",Remained the same,Single,3,None,None,Not Applicable,Not Applicable,Mestizo,A few times a week,Daily,Rented,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Don't Know,3,Neither High Nor Low,A Little,A Lot,None,None,None,None,Male,7,18-30,4,Ecuadoran,Android (STG),Female
Ecuador,1268,ECU16_1268,26,Guayas,Guayaquil,78,Urban,Large City,Spanish,12nov2016,1,Costa Urbana,"Large (more than 100,000)",1997,19,Female,1,Very Satisfied,No Response,Worse,Better,No,Once a Week,Once or Twice a Month,Never,Never,Never,Not Very Trustworthy,2,Neither Agree nor Disagree,They take jobs that Ecuadorians don't want,"No, I have not participated",Not Applicable,"No, a military take-over of the state would not be justified","No, it is not justified",Yes,2,Very Safe,Some,4,5,5,A Lot,4,A Lot,5,6,5,4,A Lot,A Lot,4,6,5,6,Good,Well,Satisfied,Satisfied,Satisfied,Between 10 and 30 minutes,Between 10 and 30 minutes,5,Strongly Agree,6,4,4,Strongly Disagree,Strongly Agree,5,5,Set 1,Strongly Agree,Don't Know,4,Very Serious,Satisfied,"No, it is not justified",5,5,7,4,Strongly disapprove,Strongly disapprove,Strongly disapprove,Too Much,Very Little,Very Little,Very Little,Yes,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Don't Know,Yes,Yes,Did not vote,Not Applicable,No,Not Applicable,Little,Don't Know,Not Applicable,Not Applicable,Don't Know,Have Own Currency,Good,Yes,Yes,Yes,Very Good,Don't Know,Set 1,Don't Know,Don't Know,Don't Know,Don't Know,No,No,Not Applicable,Both,11,Primary complete,More than once a week,Very Important,Evangelical and Protestant,Student,Not Applicable,Not Applicable,Less than $135,No,Not Applicable,No,Not Applicable,Yes,"Not enough, and are stretched",Remained the same,Single,3,None,None,Not Applicable,Not Applicable,Mestizo,A few times a week,Rarely,Owned,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Vanderbilt University,3,Low,None,None,Some,None,None,None,Female,4,18-30,3,Ecuadoran,Android (STG),Female
