pais,idnum,uniq_id,estratopri,estratosec,upm,prov,municipio,cluster,ur,tamano,idiomaq,fecha,wt,q1,q2y,q2,ls3,a4,soct2,idio2,np1,np2,sgl1,cp4a,cp5,cp6,cp7,cp8,cp13,cp20,cpss1,cpx,it1,l1,immig1,immig2,prot3,jc10,jc13,jc15a,vic1ext,vic1exta,vic2,vic2aa,vic1hogar,pole2n,aoj11,pese1,pese2,aoj17,aoj12,aoj22,b1,b2,b3,b4,b6,b10a,b11,b12,b13,b18,b20,b20a,b21,b21a,b32,b37,b40,b46,b47a,b51,ecub50,ecuenv1,ecuenv2,b48a,b48b,b48c,b48d,epp1,epp3,n9,n11,n15,b3milx,mil3,mil4,pr3a,pr3c,pr3d,pr3e,pr4,pr5,m1,sd2new2,sd3new2,sd6new2,infrax,ros1,ros4,ing4,eff1,eff2,mil7,ecuong1,ecuong2,ecuong3,env1,dst1,pn4,w14a,e5,e15,e3,e16,d1,d2,d3,d4,d5,d6,d7,d8,dem2,dem11,exc2,exc6,exc20,exc11,exc13,exc14,exc15,exc16,exc18,exc7,vicbar1,vicbar1f,vicbar3,vicbar4,vicbar7,fear10,vic44,vb1,inf1,vb2,vb3n,vb4new,vb101,vb10,vb11,pol1,vb20,ecuvot1,ecuvot2,clien1n,clien1na,ecurele1,ecuinley,ecudolar,for1n,for4,for5,for6,for7,for6b,for7b,mil10a,mil10c,mil10e,vol207n,vol208n,dvw1,dvw2,wf1,cct1b,gc1,gc1a,ed,ed2,q3c,q5b,ocup4a,ocup1a,q10new,q10g,q10a,q10cnew,gc4,gc4a,q10d,q10e,q11n,q12c,q12bn,q12,etid,leng1,leng4,ecudis1,ecudis2,www1,gi0,gc2,gi1,gix4,gi4,gi7,r3,r4,r4a,r5,r6,r7,r8,r12,r14,r15,r18,r1,r16,r26,colorr,sexi,colori,nationality,formatq,sex,gi7r
Ecuador,ed16a0e0-96aa-44b7-a6d1-56071d19cf7d-d91591617202a27c4240315,ECU14_14091449,Sierra Urbana,Small: Less than 25.000,207,Bolívar,Las Naves,17,Urban,Small City,Spanish,28jan2014,1,Female,1989,25,Somewhat Satisfied,Poverty,Worse,Worse,No,No,Neither Good nor Bad (Fair),No,Once or Twice a Year,Once a Week,Once or Twice a Year,Once or Twice a Year,Once or Twice a Year,Never,Once or Twice a Month,No,Very Trustworthy,5,Somewhat Disagree,They take away jobs from citizens,No,Don't Know,Don't Know,"No, it is not justified",No,Not Applicable,Not Applicable,Not Applicable,No,Satisfied,Somewhat Safe,Lower,Lower,None,A Little,Increase punishment of criminals,3,A Lot,4,4,A Lot,2,6,5,4,A Lot,A Lot,No Response,4,A Lot,3,6,5,Don't Know,5,A Lot,Not Applicable,4,A lot,3,2,2,2,3,2,5,3,4,6,6,A Lot,4,A Lot,6,Not at All,5,The government does not have that right,Good,Dissatisfied,Satisfied,Satisfied,Less than 10 minutes,Strongly Agree,Strongly Agree,Strongly Agree,5,2,Strongly Agree,4,5,3,Protect the Environment,Avoiding Cost Increases,Dissatisfied,"No, it is not justified",Strongly Approve,3,Strongly Disapprove,3,Strongly Approve,Strongly Approve,7,Strongly Approve,7,Strongly Disapprove,9,4,Democracy is preferable to any other form of government,Iron Fist,No,No,No,No,Not Applicable,No,No,No,No,Uncommon,No,Not Applicable,No,No,No,No,No,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País - PAIS",Not Applicable,Not Applicable,Yes,Alianza PAIS-Patria Altiva I Soberana (PAIS),A Little,Would vote for incumbent candidate or party,Agree that voting should be compulsory,Yes,No,No,Yes,The laws in Ecuador were made thinking of the national interest,Maintain dollarization,United States,United States,[Don't Read] None/we ought to follow our own model,A Little,[Don't Read] Neither positive nor negative,None,Not Applicable,Not Very Trustworthy,Not Very Trustworthy,Untrustworthy,Almost Never,Sometimes,Would Not Approve or Understand,Would Not Approve or Understand,No,Yes,Does not speak a foreign language,Not Applicable,12,Primary complete,Catholic,Very Important,Taking care of the home,Not Applicable,Between 351 and 375,Not Applicable,No,No,Never been abroad,Not Applicable,"Not enough, and are stretched",Decreased,Single,7,1,1,Mestizo,Castilian / Spanish,Spanish only,No,Not Applicable,Rarely,Daily,Rarely,Correct,Incorrect,Correct,Don't Know,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,3,Female,3,Ecuadorian,Android,Female,Don't Know
Ecuador,226dcbea-43d6-46ba-a3c5-4e65faaaad14-8f9b4fb744022cfb42381312,ECU14_14090229,Costa Urbana,Large: More than 100.000,907,Guayas,Durán,62,Urban,Large City,Spanish,13feb2014,1,Male,1977,37,Somewhat Satisfied,Unemployment,Better,Same,No,No,Neither Good nor Bad (Fair),No,Don't Know,Once or Twice a Year,Never,Once or Twice a Month,Never,Not Applicable,Once or Twice a Year,No,Somewhat Trustworthy,6,Strongly Disagree,Don't Know,No,"Yes, a military take-over of the state would be justified","Yes, a military take-over of the state would be justified","Yes, it is justified",No,Not Applicable,Not Applicable,Not Applicable,Yes,Dissatisfied,Somewhat Unsafe,Higher,Same,A Little,A Little,Increase punishment of criminals,2,4,3,4,4,3,5,6,5,4,4,Don't Know,3,4,3,4,2,5,5,6,Not Applicable,5,6,5,A lot,2,4,Don't Know,4,Don't Know,4,4,6,2,Not at All,Not at All,3,4,4,A Lot,The government does not have that right,Good,Satisfied,Satisfied,Don't Know,Between 10 and 30 minutes,4,Strongly Agree,3,4,5,6,5,4,4,Promote Economic Growth,Avoiding Cost Increases,Satisfied,Don't Know,6,Strongly Disapprove,Strongly Disapprove,3,Strongly Approve,5,4,Don't Know,7,Strongly Disapprove,8,5,Democracy is preferable to any other form of government,Everyone's Participation,No,No,No,Not Applicable,Not Applicable,Not Applicable,No,Don't Know,No,Common,Don't Know,Not Applicable,Yes,No,No,Yes,Yes,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País - PAIS",Not Applicable,Not Applicable,Yes,Partido Social Cristiano (PSC),A Little,Would vote for a candidate or party different from the current administration,Voting should be optional,Yes,No,No,No,The laws in Ecuador were made for the benefit of private interest,Maintain dollarization,[Don't Read] Another Country,Mexico,Singapore,Some,Positive,Don't Know,Not Applicable,Somewhat Trustworthy,Not Very Trustworthy,Not Very Trustworthy,Sometimes,Sometimes,Would Not Approve or Understand,Would Not Approve but Understand,No,Yes,Does not speak a foreign language,Not Applicable,8,Primary complete,Catholic,Not Very Important,Working,Self-employed,Between 221 and 260,Between 221 and 260,No,Yes,Never been abroad,Not Applicable,"Not enough, and having a hard time",Remained the same,Married,6,2,4,Mestizo,Castilian / Spanish,Spanish only,Yes,Does not have a job because they are too young,Never,A few times a week,A few times a month,Correct,Incorrect,Correct,135,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,4,Male,3,Ecuadorian,Android,Male,Incorrect
Ecuador,213dd8d5-fee8-4b8b-97d7-a8ef4d825427-109a2ede9a693a73423942,ECU14_14090169,Costa Urbana,Large: More than 100.000,9010105,Guayas,Guayaquil,78,Urban,Large City,Spanish,23jan2014,1,Male,1978,36,Somewhat Dissatisfied,Corruption,Better,Better,No,Yes,Good,No,Once or Twice a Year,Once a Week,Once a Week,Once or Twice a Month,Never,Not Applicable,Once or Twice a Month,No,Not Very Trustworthy,5,Somewhat Agree,They do the jobs that citizens do not want,No,"No, a military take-over of the state would not be justified","No, a military take-over of the state would not be justified","No, it is not justified",No,Not Applicable,Not Applicable,Not Applicable,Yes,Satisfied,Very Safe,Same,Same,A Lot,Some,Increase punishment of criminals,4,4,4,4,4,5,6,A Lot,3,Not at All,Not at All,Not at All,Not at All,Not at All,6,3,Not at All,4,Not at All,Not at All,None,4,4,None,None,None,None,3,4,4,4,4,5,Not at All,2,A Lot,4,5,3,4,The government does not have that right,Neither Good nor Bad (Fair),Satisfied,Dissatisfied,Dissatisfied,More than 30 minutes but less than 1 hour,Strongly Disagree,3,4,4,5,Strongly Agree,Strongly Disagree,3,4,Protect the Environment,Safer Construction of Homes,Satisfied,"Yes, it is justified",Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,6,5,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Approve,Strongly Disapprove,Democracy is preferable to any other form of government,Everyone's Participation,No,No,No,No,Yes,Not Applicable,No,No,Yes,Very Uncommon,Yes,Once a Week,Yes,Yes,Yes,No,Yes,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País - PAIS",Not Applicable,Not Applicable,No,Not Applicable,None,Would not vote,Agree that voting should be compulsory,Yes,Yes,No,No,The laws in Ecuador were made thinking of the national interest,Maintain dollarization,United States,"China (mainland China, not Taiwan)",United States,A Lot,Positive,Some,Positive,Untrustworthy,Untrustworthy,Untrustworthy,Sometimes,Always,Would Not Approve or Understand,Would Not Approve or Understand,No,No,Does not speak a foreign language,Not Applicable,12,Technical school/Associate degree incomplete,Jehovah's Witness,Very Important,Working,Salaried employee in the private sector,Between 311 and 350,Between 311 and 350,No,No,Never been abroad,Not Applicable,"Not enough, and are stretched",Remained the same,Married,4,2,2,Mestizo,Castilian / Spanish,Spanish only,No,Not Applicable,Daily,Daily,A few times a week,Correct,Correct,Correct,120,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,7,Female,5,Ecuadorian,Android,Male,Incorrect
Ecuador,d4423550-edb4-4051-a151-1ef7d7a6c0f2-fa2b9cc669229c8f42437111,ECU14_14091265,Costa Urbana,Large: More than 100.000,1308,Manabí,Manta,156,Urban,Large City,Spanish,31jan2014,1,Female,1988,26,Very Satisfied,Corruption,Same,Worse,No,No,Bad,No,Once or Twice a Month,Never,Never,Never,Never,Never,Never,No,Somewhat Trustworthy,Don't Know,Strongly Agree,They take away jobs from citizens,No,"No, a military take-over of the state would not be justified","No, a military take-over of the state would not be justified","No, it is not justified",No,Not Applicable,Not Applicable,Not Applicable,No,Satisfied,Somewhat Safe,Same,Same,Somewhat,Some,[Don't Read] Both,4,A Lot,A Lot,4,5,4,3,4,4,4,2,2,4,5,5,4,Don't Know,2,4,Don't Know,Not Applicable,5,4,4,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,6,3,5,Don't Know,Not at All,Not at All,Don't Know,4,4,Not at All,2,The government does not have that right,Good,Satisfied,Satisfied,Satisfied,Between 10 and 30 minutes,3,3,4,4,6,Don't Know,Don't Know,5,Don't Know,[Don't Read] Both,[Don't Read] Both,Satisfied,"No, it is not justified",4,4,4,3,4,5,3,4,4,Strongly Disapprove,5,3,Democracy is preferable to any other form of government,Iron Fist,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Very Common,Yes,Once or Twice a Month,No,No,No,No,No,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País - PAIS",Not Applicable,Not Applicable,No,Not Applicable,None,Would vote for incumbent candidate or party,Agree that voting should be compulsory,Yes,No,No,No,The laws in Ecuador were made thinking of the national interest,Maintain dollarization,Don't Know,Don't Know,Don't Know,Don't Know,Not Applicable,Some,Positive,Somewhat Trustworthy,Somewhat Trustworthy,Somewhat Trustworthy,Sometimes,Sometimes,Would Not Approve or Understand,Would Not Approve but Understand,No,No,Does not speak a foreign language,Not Applicable,16,Primary complete,No Response,No Response,Student,Not Applicable,No Response,Not Applicable,No Response,No Response,Never been abroad,Not Applicable,No Response,No Response,Single,3,0,None,Mestizo,Castilian / Spanish,Spanish only,No,Not Applicable,A few times a week,A few times a week,A few times a week,Correct,Correct,Correct,Don't Know,Yes,Yes,Yes,No Response,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,Female,2,Ecuadorian,Android,Female,Don't Know
Ecuador,cace8941-fcb2-418d-805a-27b26caf4261-f7009cdf5d0a99954239033,ECU14_14091210,Sierra Urbana,Large: More than 100.000,17010103,Pichincha,Quito,201,Urban,National Capital (Metropolitan Area),Spanish,24jan2014,1,Female,1955,59,Very Dissatisfied,Bad government,Worse,Worse,Yes,Yes,Bad,No,Never,Once or Twice a Month,Never,Never,Never,Once or Twice a Month,Never,No,Untrustworthy,4,Strongly Disagree,They take away jobs from citizens,No,"No, a military take-over of the state would not be justified","No, a military take-over of the state would not be justified","No, it is not justified",Yes,3,"Unarmed robbery, no assault or physical threats",In this neighborhood,Yes,Dissatisfied,Somewhat Unsafe,Higher,Higher,Somewhat,A Little,[Don't Read] Both,4,A Lot,5,5,A Lot,Not at All,Not at All,Not at All,Not at All,5,A Lot,A Lot,Not at All,Not at All,2,6,2,None,Not at All,No Response,Not Applicable,A lot,A lot,4,5,6,5,Not at All,Not at All,Not at All,Not at All,6,3,5,6,Not at All,5,4,A Lot,3,The government does not have that right,Neither Good nor Bad (Fair),Satisfied,Satisfied,Satisfied,More than 30 minutes but less than 1 hour,5,5,Strongly Agree,Strongly Disagree,5,Strongly Agree,No Response,Don't Know,Don't Know,[Don't Read] Both,Safer Construction of Homes,Dissatisfied,"Yes, it is justified",Strongly Approve,Strongly Disapprove,Strongly Disapprove,2,5,5,5,5,Strongly Disapprove,Strongly Disapprove,Strongly Approve,Strongly Disapprove,Democracy is preferable to any other form of government,Everyone's Participation,Yes,No,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Yes,Very Common,Yes,Once or Twice a Year,No,No,No,Yes,No,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País - PAIS",Not Applicable,Not Applicable,No,Not Applicable,A Little,Would vote for a candidate or party different from the current administration,Agree that voting should be compulsory,No,No,No,No,The laws in Ecuador were made thinking of the national interest,Maintain dollarization,"China (mainland China, not Taiwan)","China (mainland China, not Taiwan)",United States,A Lot,Negative,A Lot,Negative,Untrustworthy,Don't Know,Somewhat Trustworthy,Almost Never,Almost Never,Would Not Approve but Understand,Would Not Approve or Understand,No,No,Does not speak a foreign language,Not Applicable,12,Primary complete,Catholic,Very Important,Working,Self-employed,Between 661 and 790,Between 531 and 660,No,No,Less than a month,Less than 10 years,"Not enough, and having a hard time",Decreased,Married,4,0,2,Mestizo,Castilian / Spanish,Spanish only,Yes,Does not have a job because they cannot work,A few times a month,Daily,Daily,Correct,Incorrect,Correct,132,Yes,Yes,Yes,One,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,4,Female,3,Ecuadorian,Android,Female,Incorrect
Ecuador,cfb59072-aef8-4e6e-847f-f2e26f42236b-109a2ede9a693a7342495163,ECU14_14091249,Costa Urbana,Large: More than 100.000,9010111,Guayas,Guayaquil,96,Urban,Large City,Spanish,31jan2014,1,Female,1964,50,Somewhat Satisfied,"Drug addiction, consumption of drugs",Same,Same,No,No,Good,No,Never,Never,Never,Never,Never,Never,Never,No,Not Very Trustworthy,Right,Strongly Agree,They do the jobs that citizens do not want,No,"No, a military take-over of the state would not be justified","No, a military take-over of the state would not be justified","No, it is not justified",No,Not Applicable,Not Applicable,Not Applicable,No,Dissatisfied,Somewhat Unsafe,Same,Lower,Somewhat,A Lot,Increase punishment of criminals,3,5,4,4,4,5,3,A Lot,3,6,A Lot,Not at All,3,6,4,3,3,5,5,No Response,4,5,A lot,6,6,6,3,3,3,6,6,5,5,3,2,Not at All,2,5,4,4,The government does not have that right,Good,Satisfied,Satisfied,Satisfied,Between 10 and 30 minutes,2,4,4,3,5,Strongly Agree,5,4,5,Protect the Environment,Safer Construction of Homes,Satisfied,"No, it is not justified",6,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,4,6,4,3,5,6,4,Strongly Disapprove,Democracy is preferable to any other form of government,Everyone's Participation,No,No,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,No,Common,No,Not Applicable,No,No,No,No,No,Yes,Yes,Voted,Other,Not Applicable,Not Applicable,No,Not Applicable,None,Would vote for incumbent candidate or party,Voting should be optional,Yes,No,No,Yes,The laws in Ecuador were made thinking of the national interest,Have our own currency,United States,United States,United States,None,Not Applicable,A Lot,Very Positive,Untrustworthy,Not Very Trustworthy,Very Trustworthy,Sometimes,Sometimes,Would Not Approve or Understand,Would Not Approve or Understand,No,No,Does not speak a foreign language,Not Applicable,12,Secondary complete,Catholic,Very Important,Taking care of the home,Not Applicable,Don't Know,Not Applicable,No,No,Never been abroad,Not Applicable,"Good enough, with no major problems",Remained the same,Married,5,0,5,Mestizo,Castilian / Spanish,Spanish only,No,Not Applicable,Never,Rarely,Rarely,Correct,Correct,Correct,110,Yes,Yes,Yes,One,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,Female,5,Ecuadorian,Android,Female,Incorrect
Ecuador,8fd63035-1a0e-4ea8-a0eb-a07109e7e123-d91591617202a27c42403222,ECU14_14091018,Costa Urbana,Medium: Between 25.000 and 100.000,906,Guayas,Daule,59,Urban,Medium City,Spanish,08feb2014,1,Female,1988,26,Somewhat Satisfied,Unemployment,Same,Worse,No,No,Good,No,Once or Twice a Year,Once or Twice a Month,Once or Twice a Month,Once or Twice a Year,Never,Never,Never,No,Somewhat Trustworthy,Don't Know,Somewhat Agree,They do the jobs that citizens do not want,No,Don't Know,"No, a military take-over of the state would not be justified","No, it is not justified",No,Not Applicable,Not Applicable,Not Applicable,No,Satisfied,Somewhat Safe,Same,Same,Don't Know,Some,[Don't Read] Both,5,6,A Lot,A Lot,A Lot,5,6,A Lot,A Lot,6,Not at All,A Lot,5,A Lot,A Lot,A Lot,No Response,5,6,A Lot,6,A lot,A lot,4,4,4,4,5,6,5,6,5,A Lot,Don't Know,5,5,A Lot,5,Not at All,6,Don't Know,Good,Satisfied,Satisfied,Satisfied,Between 10 and 30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,4,3,Strongly Agree,Strongly Agree,Strongly Agree,4,Protect the Environment,Avoiding Cost Increases,Satisfied,"No, it is not justified",7,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Approve,Strongly Approve,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Approve,5,Democracy is preferable to any other form of government,Don't Know,No,No,No,Not Applicable,Not Applicable,Not Applicable,No,No,No,Uncommon,No,Not Applicable,Don't Know,Don't Know,No,Yes,Yes,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País - PAIS",Not Applicable,Not Applicable,No,Not Applicable,None,Would vote for incumbent candidate or party,Don't Know,Yes,No,No,Don't Know,The laws in Ecuador were made thinking of the national interest,Maintain dollarization,"China (mainland China, not Taiwan)","China (mainland China, not Taiwan)","China (mainland China, not Taiwan)",Some,Positive,None,Not Applicable,Somewhat Trustworthy,Somewhat Trustworthy,Don't Know,Never,Sometimes,Would Not Approve or Understand,Would Not Approve or Understand,No,Yes,Does not speak a foreign language,Not Applicable,12,Primary complete,Evangelical and Protestant,Very Important,Taking care of the home,Not Applicable,Between 181 and 220,Not Applicable,No,No,Never been abroad,Not Applicable,"Not enough, and are stretched",Remained the same,Married,4,2,2,Mestizo,Castilian / Spanish,Spanish only,No,Not Applicable,Rarely,Daily,Daily,Correct,Incorrect,Correct,No Response,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,4,Female,3,Ecuadorian,Android,Female,No Response
Ecuador,c4c82a6c-af0d-409e-84fc-6eae109c3c1b-763990c02684807542498179,ECU14_14091163,Costa Urbana,Large: More than 100.000,9010115,Guayas,Guayaquil,106,Urban,Large City,Spanish,07feb2014,1,Female,1976,38,Somewhat Dissatisfied,Corruption,Worse,Same,No,No,Good,Yes,Once or Twice a Month,Once or Twice a Month,Once or Twice a Month,Once or Twice a Month,Once or Twice a Month,Once or Twice a Month,Once or Twice a Month,No,Somewhat Trustworthy,3,Somewhat Agree,They take away jobs from citizens,Yes,"No, a military take-over of the state would not be justified","No, a military take-over of the state would not be justified","No, it is not justified",Yes,5,Armed robbery,In this municipality/canton/etc,No,Satisfied,Very Unsafe,Lower,Don't Know,Somewhat,A Little,[Don't Read] Both,3,4,3,3,3,3,3,3,Not at All,3,2,3,3,2,3,3,4,2,3,Not at All,Not Applicable,A lot,3,3,2,4,2,3,3,3,3,5,2,4,3,A Lot,3,4,5,3,The government does not have that right,Neither Good nor Bad (Fair),Dissatisfied,Dissatisfied,Dissatisfied,More than 30 minutes but less than 1 hour,3,3,3,4,4,3,Don't Know,3,2,No Response,[Don't Read] Both,Satisfied,"Yes, it is justified",7,4,3,4,4,4,4,4,Strongly Disapprove,Strongly Disapprove,4,5,Under some circumstances an authoritarian government may be preferable to a democratic one,Don't Know,Yes,No,Yes,Yes,Yes,Not Applicable,No,Not Applicable,No,Uncommon,No,Not Applicable,No,No,Yes,No,Don't Know,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País - PAIS",Not Applicable,Not Applicable,Yes,Partido Social Cristiano (PSC),A Little,Would vote for a candidate or party different from the current administration,Voting should be optional,No,No,No,Yes,The laws in Ecuador were made for the benefit of private interest,Maintain dollarization,Spain,Spain,[Don't Read] None/we ought to follow our own model,A Little,[Don't Read] Neither positive nor negative,A Little,[Don't Read] Neither positive nor negative,Not Very Trustworthy,Not Very Trustworthy,Not Very Trustworthy,Most Often,Sometimes,Would Not Approve but Understand,Would Not Approve but Understand,No,No,Does not speak a foreign language,Not Applicable,16,Primary complete,None (Believes in a Supreme Entity but does not belong to any religion),Not at All Important,"Not Working, but have a job",Owner or partner in a business,Between 261 and 285,Between 261 and 285,No,No,Less than a month,Between 1 and 3 years,"Not enough, and are stretched",Decreased,Divorced,6,2,None,White,Castilian / Spanish,Spanish only,No,Not Applicable,Rarely,Rarely,Daily,Correct,Incorrect,Correct,29,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Don't Know,4,Male,3,Ecuadorian,Android,Female,Incorrect
Ecuador,41a1e11f-4947-40a8-b0a1-2cfb25507dea-5d834932a5c707cd4238932,ECU14_14090397,Sierra Urbana,Medium: Between 25.000 and 100.000,1702,Pichincha,Cayambe,179,Urban,Medium City,Spanish,25jan2014,1,Female,1979,35,Very Satisfied,"Economy, problems with, crisis of",Same,Better,No,No,Neither Good nor Bad (Fair),Yes,Once or Twice a Month,Once a Week,Once or Twice a Month,Once or Twice a Month,Never,Never,Once a Week,No,Somewhat Trustworthy,4,Somewhat Agree,They do the jobs that citizens do not want,No,"No, a military take-over of the state would not be justified","No, a military take-over of the state would not be justified","No, it is not justified",Yes,2,Burglary of home while you were not at home,In this neighborhood,No,Dissatisfied,Somewhat Unsafe,Same,Higher,None,Some,[Don't Read] Both,4,A Lot,6,A Lot,A Lot,5,5,A Lot,6,4,A Lot,3,5,A Lot,6,6,A Lot,A lot,6,6,Don't Know,A lot,A lot,6,6,6,5,5,5,4,5,5,6,Not at All,Not at All,2,Not at All,A Lot,A Lot,6,The government does not have that right,Good,Dissatisfied,Satisfied,Satisfied,More than 30 minutes but less than 1 hour,Strongly Disagree,Strongly Agree,4,Strongly Disagree,3,5,Strongly Agree,Strongly Disagree,Strongly Disagree,[Don't Read] Both,[Don't Read] Both,Satisfied,Don't Know,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,4,Strongly Approve,4,4,4,Strongly Approve,Strongly Disapprove,Strongly Approve,5,Democracy is preferable to any other form of government,Iron Fist,No,No,No,No,No,Not Applicable,No,No,No,Common,Yes,Once or Twice a Month,No,No,No,Yes,Yes,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País - PAIS",Not Applicable,Not Applicable,Yes,Alianza PAIS-Patria Altiva I Soberana (PAIS),None,Would vote for incumbent candidate or party,Voting should be optional,Yes,No,No,No,The laws in Ecuador were made thinking of the national interest,Maintain dollarization,United States,United States,Japan,A Lot,[Don't Read] Neither positive nor negative,Some,[Don't Read] Neither positive nor negative,Somewhat Trustworthy,Not Very Trustworthy,Somewhat Trustworthy,Almost Never,Sometimes,Would Not Approve or Understand,Would Not Approve or Understand,No,No,Does not speak a foreign language,Not Applicable,6,Primary incomplete,Catholic,Very Important,Working,Self-employed,Between 791 and 1060,Between 286 and 310,No,Yes,Never been abroad,Not Applicable,"Good enough, with no major problems",Increased,Married,4,2,2,Mestizo,Castilian / Spanish,Spanish only,No,Not Applicable,A few times a week,Daily,Daily,Correct,Incorrect,Correct,Don't Know,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,6,Male,4,Ecuadorian,Android,Female,Don't Know
Ecuador,053c1f8c-33bf-44a5-be74-e77062664df5-fa2b9cc669229c8f42437124,ECU14_14090010,Costa Urbana,Large: More than 100.000,130101,Manabí,Portoviejo,165,Urban,Large City,Spanish,03feb2014,1,Male,1953,61,Somewhat Satisfied,Crime,Better,Better,No,No,Bad,No,Once or Twice a Month,Once or Twice a Month,Never,Never,Once or Twice a Month,Not Applicable,Never,No,Somewhat Trustworthy,Right,Strongly Agree,They take away jobs from citizens,No,"No, a military take-over of the state would not be justified","No, a military take-over of the state would not be justified","No, it is not justified",No,Not Applicable,Not Applicable,Not Applicable,No,Dissatisfied,Somewhat Unsafe,Same,Same,Don't Know,Some,Increase punishment of criminals,4,3,4,6,A Lot,3,2,A Lot,3,4,A Lot,Not at All,Not at All,A Lot,4,4,Don't Know,5,5,Don't Know,Not Applicable,Don't Know,A lot,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,2,3,6,A Lot,A Lot,Not at All,Not at All,Not at All,A Lot,A Lot,A Lot,A Lot,The government has the right to seize private property,Very Good,Satisfied,Satisfied,Very Satisfied,Between 10 and 30 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,Don't Know,[Don't Read] Both,[Don't Read] Both,Satisfied,"No, it is not justified",3,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Approve,Strongly Approve,Democracy is preferable to any other form of government,Everyone's Participation,No,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Uncommon,No,Not Applicable,No,No,No,Yes,No,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País - PAIS",Not Applicable,Not Applicable,Yes,Alianza PAIS-Patria Altiva I Soberana (PAIS),Some,Would vote for incumbent candidate or party,Agree that voting should be compulsory,Yes,No,No,Yes,The laws in Ecuador were made thinking of the national interest,Maintain dollarization,Don't Know,Don't Know,Don't Know,Don't Know,Not Applicable,Don't Know,Not Applicable,Don't Know,Don't Know,Don't Know,Never,Almost Never,Would Not Approve or Understand,Would Not Approve but Understand,Yes,Yes,Does not speak a foreign language,Not Applicable,5,None,Catholic,Very Important,"Retired, pensioner or permanently disabled to work",Not Applicable,Between 261 and 285,Between 261 and 285,No,No,Never been abroad,Not Applicable,"Not enough, and are stretched",Remained the same,Married,7,0,3,White,Castilian / Spanish,Spanish only,No,Not Applicable,Never,Daily,Daily,Correct,Incorrect,Correct,Don't Know,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Female,2,Ecuadorian,Android,Male,Don't Know
